price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
27990,2020,ford,ranger supercab xl pickup,good,gas,10688,other,white
35990,2020,bmw,3 series 330i sedan 4d,good,gas,10685,other,white
35990,2020,mercedes-benz,c-class c 300,good,other,10675,other,black
22590,2020,subaru,impreza wagon 4d,good,gas,10667,other,white
22590,2020,subaru,impreza wagon 4d,good,gas,10667,other,white
22590,2020,subaru,impreza wagon 4d,good,gas,10667,other,white
22590,2020,subaru,impreza wagon 4d,good,gas,10667,other,white
39990,2020,volvo,xc40 t5 r-design sport,good,other,10662,other,white
39990,2020,volvo,xc40 t5 r-design sport,good,other,10662,other,white
39990,2019,toyota,4runner sr5 premium sport,good,other,10656,other,silver
35990,2020,cadillac,xt4 sport suv 4d,good,gas,10647,other,black
35990,2020,cadillac,xt4 sport suv 4d,good,gas,10647,other,black
34990,2020,cadillac,xt4 sport suv 4d,good,gas,10647,other,black
34990,2020,cadillac,xt4 sport suv 4d,good,gas,10647,other,black
19500,2002,ford,econoline,good,gas,10640,automatic,white
58995,2018,chevrolet,camaro,excellent,gas,10626,automatic,silver
58995,2018,chevrolet,camaro,excellent,gas,10626,automatic,silver
22995,2019,nissan,leaf s electric,excellent,electric,10623,automatic,white
34500,2010,ford,mustang,excellent,gas,10613,manual,black
33998,2010,ford,mustang,excellent,gas,10613,manual,black
33998,2010,ford,mustang,excellent,gas,10613,manual,black
33998,2010,ford,mustang,excellent,gas,10613,manual,black
23990,2017,lincoln,mkz premiere sedan 4d,good,gas,10612,other,silver
56000,2012,ford,f550 4x4 crew cab,like new,diesel,10600,automatic,black
49000,2019,jeep,wrangler moab,excellent,gas,10600,automatic,black
39000,2019,ford,transit connect passenger,like new,gas,10600,automatic,grey
29900,1930,ford,model a,excellent,gas,10600,automatic,silver
12500,1969,jeep,cj5,excellent,gas,10600,manual,blue
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
27590,2019,audi,a3 premium sedan 4d,good,gas,10592,other,black
17990,2019,chevrolet,trax lt sport utility,good,gas,10585,other,silver
25990,2018,chevrolet,camaro ls coupe 2d,good,gas,10572,other,black
25990,2018,chevrolet,camaro ls coupe 2d,good,gas,10572,other,black
25990,2018,chevrolet,camaro ls coupe 2d,good,gas,10572,other,black
25990,2018,chevrolet,camaro ls coupe 2d,good,gas,10572,other,black
28990,2019,ram,1500 classic quad cab,good,other,10566,other,black
28990,2018,bmw,x2 sdrive28i sport utility,good,other,10533,other,black
28990,2018,bmw,x2 sdrive28i sport utility,good,other,10533,other,black
28990,2018,bmw,x2 sdrive28i sport utility,good,other,10533,other,black
28990,2018,bmw,x2 sdrive28i sport utility,good,other,10533,other,black
28990,2018,bmw,x2 sdrive28i sport utility,good,other,10533,other,black
71000,2020,gmc,sierra 1500 slt,like new,gas,10517,automatic,blue
30990,2019,mercedes-benz,a-class a 220,good,other,10512,other,white
30990,2019,mercedes-benz,a-class a 220,good,other,10512,other,white
30990,2019,mercedes-benz,a-class a 220,good,other,10512,other,white
59995,2021,jeep,gladiator,like new,gas,10500,automatic,black
40000,1969,porsche,912,good,gas,10500,manual,silver
23990,2020,nissan,rogue s sport utility 4d,good,gas,10498,other,silver
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,white
125000,1968,chevrolet,corvette,excellent,gas,10481,manual,blue
23590,2019,toyota,prius c le hatchback 4d,good,gas,10477,other,silver
25995,2018,nissan,frontier,good,gas,10465,automatic,silver
22700,2017,chevrolet,impala,like new,gas,10465,automatic,red
23500,2020,nissan,rogue,like new,gas,10449,automatic,blue
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
14990,2019,mitsubishi,mirage g4 rf sedan 4d,good,gas,10443,other,black
36990,2020,bmw,3 series 330i sedan 4d,good,other,10437,other,black
30330,2018,honda,cr-v,like new,gas,10419,automatic,grey
31990,2020,dodge,charger gt sedan 4d,good,other,10410,other,white
31990,2020,dodge,charger gt sedan 4d,good,other,10410,other,white
31990,2020,dodge,charger gt sedan 4d,good,other,10410,other,white
30990,2017,ford,mustang gt coupe 2d,good,gas,10408,other,blue
30990,2017,ford,mustang gt coupe 2d,good,gas,10408,other,blue
30990,2017,ford,mustang gt coupe 2d,good,gas,10408,other,blue
30990,2017,ford,mustang gt coupe 2d,good,gas,10408,other,blue
33990,2020,cadillac,ct5 luxury sedan 4d,good,gas,10402,other,white
33990,2020,cadillac,ct5 luxury sedan 4d,good,gas,10402,other,white
19900,2019,volkswagen,tiguan,excellent,gas,10398,automatic,black
19900,2019,volkswagen,tiguan,excellent,gas,10398,automatic,black
19590,2016,subaru,legacy 2.5i premium sedan,good,gas,10397,other,silver
39590,2018,mercedes-benz,e-class e 300,good,other,10390,other,blue
39590,2018,mercedes-benz,e-class e 300,good,other,10390,other,blue
39590,2018,mercedes-benz,e-class e 300,good,other,10390,other,blue
39590,2018,mercedes-benz,e-class e 300,good,other,10390,other,blue
24995,2019,buick,encore preferrred awd,excellent,gas,10373,automatic,grey
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
15990,2019,hyundai,accent se sedan 4d,good,other,10370,other,red
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
25990,2018,mazda,mx-5 miata grand touring,good,gas,10364,other,white
46990,2020,toyota,tundra crewmax sr5 pickup,good,gas,10349,other,white
39990,2020,toyota,avalon trd sedan 4d,good,gas,10337,other,red
24999,2018,audi,a3 convertible,like new,gas,10328,automatic,red
11998,2016,mazda,mazda3,excellent,gas,10311,automatic,white
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
39990,2020,tesla,model 3 standard range,good,electric,10309,other,silver
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
19990,2017,subaru,legacy 2.5i premium sedan,good,gas,10309,other,white
39999,2017,ram,promaster,good,gas,10305,automatic,red
29990,2019,ford,ranger supercrew xl pickup,good,gas,10301,other,black
29990,2019,ford,ranger supercrew xl pickup,good,gas,10301,other,black
29990,2019,ford,ranger supercrew xl pickup,good,gas,10301,other,black
29990,2019,ford,ranger supercrew xl pickup,good,gas,10301,other,black
29990,2019,ford,ranger supercrew xl pickup,good,gas,10301,other,black
51000,2019,ford,f150 lariat 4x4,excellent,gas,10300,automatic,white
39995,2017,jeep,wrangler,excellent,gas,10300,automatic,silver
9400,2001,toyota,tundra,excellent,gas,10300,automatic,white
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
64590,2019,audi,q8 premium sport utility 4d,good,hybrid,10291,other,blue
25250,2020,jeep,cherokee latitude plus,good,other,10273,automatic,white
39990,2020,jeep,gladiator sport s,like new,gas,10260,automatic,grey
37990,2019,volkswagen,atlas se r-line,good,gas,10249,other,black
37990,2019,volkswagen,atlas se r-line,good,gas,10249,other,black
37990,2019,volkswagen,atlas se r-line,good,gas,10249,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
42590,2019,kia,k900 luxury sedan 4d,good,gas,10247,other,black
37990,2017,mercedes-benz,c-class c 300,good,gas,10238,automatic,blue
37990,2017,mercedes-benz,c-class c 300,good,gas,10238,automatic,blue
37990,2017,mercedes-benz,c-class c 300,good,gas,10238,automatic,blue
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
28590,2019,kia,niro ev ex wagon 4d,good,electric,10230,other,silver
29990,2020,volvo,s60 t6 momentum sedan 4d,good,gas,10227,other,black
29990,2020,volvo,s60 t6 momentum sedan 4d,good,gas,10227,other,black
33990,2012,ford,f-250 super duty,excellent,gas,10226,automatic,white
22995,2018,ford,focus st hatchback,like new,gas,10209,manual,white
36590,2019,bmw,x3 sdrive30i sport utility,good,other,10206,other,white
17299,2020,nissan,kicks,excellent,gas,10189,automatic,grey
21590,2019,buick,encore essence sport,good,other,10182,other,silver
37990,2020,ford,f150 supercrew cab xl,good,other,10177,other,red
37990,2020,ford,f150 supercrew cab xl,good,other,10177,other,red
36990,2018,ford,f150 supercrew cab xlt,good,gas,10170,other,black
36990,2018,ford,f150 supercrew cab xlt,good,gas,10170,other,black
35590,2019,mercedes-benz,glc 300 sport,good,gas,10170,other,blue
35590,2019,mercedes-benz,glc 300 sport,good,gas,10170,other,blue
20990,2018,volkswagen,tiguan 2.0t s sport,good,gas,10143,other,black
20990,2018,volkswagen,tiguan 2.0t s sport,good,gas,10143,other,black
39999,2020,jeep,grand cherokee,excellent,gas,10137,automatic,black
31590,2018,bmw,4 series 430i gran coupe,good,other,10130,other,black
31590,2018,bmw,4 series 430i gran coupe,good,other,10130,other,black
25500,2018,ford,transit connect xlt,excellent,gas,10129,automatic,white
39990,2019,audi,s3 premium plus sedan 4d,good,gas,10127,other,blue
39990,2019,audi,s3 premium plus sedan 4d,good,gas,10127,other,blue
18900,2015,bmw,i3,like new,electric,10122,automatic,white
19990,2020,subaru,impreza sedan 4d,good,gas,10115,other,white
19990,2020,subaru,impreza sedan 4d,good,gas,10115,other,white
19990,2020,subaru,impreza sedan 4d,good,gas,10115,other,white
19990,2020,subaru,impreza sedan 4d,good,gas,10115,other,white
55000,2000,honda,s2000 convertible 6 speed,like new,gas,10100,manual,white
35999,2019,ford,transit cargo van 10km/manufacturer's warranty,excellent,gas,10082,automatic,white
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
41990,2019,chevrolet,silverado 1500 double,good,gas,10079,other,red
31990,2020,hyundai,santa fe 2.4 limited,good,gas,10064,other,black
31990,2020,hyundai,santa fe 2.4 limited,good,gas,10064,other,black
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
45590,2019,toyota,tundra crewmax limited,good,gas,10056,other,silver
44590,2020,audi,q5 45 tfsi prestige sport,good,gas,10047,other,white
44590,2020,audi,q5 45 tfsi prestige sport,good,gas,10047,other,white
44590,2020,audi,q5 45 tfsi prestige sport,good,gas,10047,other,white
5500,1966,ford,thunderbird,fair,gas,10029,automatic,brown
5500,1966,ford,thunderbird,fair,gas,10029,automatic,brown
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
38990,2020,jaguar,f-pace 25t sport utility,good,gas,10028,other,black
31990,2018,audi,a6 2.0t premium sedan 4d,good,other,10025,other,silver
31990,2018,audi,a6 2.0t premium sedan 4d,good,other,10025,other,silver
31990,2018,audi,a6 2.0t premium sedan 4d,good,other,10025,other,silver
41950,2020,acura,rdx,excellent,gas,10022,automatic,grey
41950,2020,acura,rdx,excellent,gas,10022,automatic,grey
41950,2020,acura,rdx,excellent,gas,10022,automatic,grey
41950,2020,acura,rdx,excellent,gas,10022,automatic,grey
30590,2020,acura,tlx 3.5 sedan 4d,good,gas,10005,other,white
30590,2020,acura,tlx 3.5 sedan 4d,good,gas,10005,other,white
30590,2020,acura,tlx 3.5 sedan 4d,good,gas,10005,other,white
30590,2020,acura,tlx 3.5 sedan 4d,good,gas,10005,other,white
139888,2017,acura,nsx,excellent,gas,10000,automatic,white
55000,2017,bmw,x5 xdrive35d,like new,diesel,10000,automatic,white
50000,2019,toyota,tundra,excellent,gas,10000,automatic,grey
45000,1969,chevrolet,c10,good,gas,10000,automatic,red
41700,2018,tesla,model 3,excellent,electric,10000,other,blue
35000,1946,ford,f-150,excellent,gas,10000,automatic,custom
35000,1968,volkswagen,bus,excellent,gas,10000,manual,custom
28000,1958,chevrolet,truck,excellent,gas,10000,automatic,red
25000,1979,chevrolet,k10,excellent,gas,10000,automatic,red
24500,2019,honda,accord ex,new,gas,10000,automatic,silver
24500,2019,honda,accord ex,new,gas,10000,automatic,silver
21900,2020,subaru,forester sport,like new,gas,10000,automatic,white
18900,2019,nissan,frontier sv crew cab,excellent,gas,10000,automatic,grey
18000,1968,pontiac,firebird convertible,good,gas,10000,automatic,red
14900,1950,ford,f1,good,gas,10000,manual,green
14000,2020,nissan,altima s,good,gas,10000,automatic,grey
13500,1958,ford,custom 300,good,gas,10000,automatic,black
10000,1959,ford,thunderbird coupe,like new,gas,10000,automatic,white
33990,2020,infiniti,qx60 pure sport utility,good,other,9999,other,silver
33990,2020,infiniti,qx60 pure sport utility,good,other,9999,other,silver
33990,2020,infiniti,qx60 pure sport utility,good,other,9999,other,silver
17999,2021,hyundai,kona,like new,gas,9999,automatic,grey
5500,1974,mercedes-benz,1929 ssk replica,good,gas,9999,automatic,yellow
27800,2019,ford,f-150,like new,gas,9990,automatic,grey
16900,2021,hyundai,kona se,like new,gas,9990,automatic,black
19700,2019,hyundai,ioniq plug-in hybrid,good,hybrid,9989,automatic,black
34590,2017,ford,mustang gt coupe 2d,good,gas,9982,other,black
34590,2017,ford,mustang gt coupe 2d,good,gas,9982,other,black
25990,2017,lexus,es 350 sedan 4d,good,gas,9979,other,white
25990,2017,lexus,es 350 sedan 4d,good,gas,9979,other,white
23590,2020,hyundai,kona sel plus sport,good,gas,9963,automatic,black
28590,2017,jaguar,xf 20d premium sedan 4d,good,gas,9962,other,silver
28590,2017,jaguar,xf 20d premium sedan 4d,good,gas,9962,other,silver
28590,2017,jaguar,xf 20d premium sedan 4d,good,gas,9962,other,silver
28590,2017,jaguar,xf 20d premium sedan 4d,good,gas,9962,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
26590,2020,honda,civic si coupe 2d,good,gas,9954,other,silver
34990,2020,cadillac,xt4 sport suv 4d,good,gas,9953,other,white
4500,1956,ford,thunderbird,fair,gas,9946,automatic,red
20000,2017,honda,civic lx-p,excellent,gas,9943,automatic,grey
43990,2019,jeep,grand cherokee overland,good,other,9915,automatic,white
22590,2019,mazda,cx-3 sport utility 4d,good,gas,9913,other,blue
16590,2019,chevrolet,trax lt sport utility,good,gas,9903,other,red
16590,2019,chevrolet,trax lt sport utility,good,gas,9903,other,red
16590,2019,chevrolet,trax lt sport utility,good,gas,9903,other,red
41200,2020,toyota,tacoma sr5,good,other,9888,automatic,white
18990,2015,volvo,s60 t5 premier sedan 4d,good,gas,9882,automatic,blue
21998,2020,nissan,rogue,like new,gas,9876,automatic,silver
32590,2018,jeep,grand cherokee limited,good,gas,9873,other,black
41500,2020,jeep,wrangler unlimited,excellent,gas,9864,automatic,red
36773,2020,ford,explorer,excellent,gas,9828,automatic,white
20869,2019,buick,regal preferred,like new,gas,9819,automatic,white
19990,2017,honda,hr-v lx sport utility 4d,good,gas,9808,other,purple
65000,2020,jaguar,ipace,like new,electric,9800,automatic,white
38999,2019,chevrolet,silverado 2500 hd 4x4,like new,gas,9800,automatic,white
38590,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
37990,2020,lincoln,continental sedan 4d,good,other,9800,other,black
15600,2019,toyota,corolla,excellent,gas,9800,automatic,grey
19590,2016,ford,taurus sel sedan 4d,good,gas,9793,other,red
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
33990,2017,ford,mustang gt coupe 2d,good,gas,9788,other,black
31590,2019,cadillac,ats coupe 2d,good,gas,9784,other,black
38590,2020,toyota,avalon limited sedan 4d,good,gas,9783,other,white
22995,2019,ram,promaster city cargo van,excellent,gas,9782,automatic,white
8300,1996,ram,2500,good,diesel,9781,automatic,green
41000,1991,ford,e-350 1 ton dually,excellent,gas,9780,automatic,brown
37995,2019,buick,lacrosse avenir awd,excellent,gas,9776,automatic,white
18990,2019,volkswagen,jetta 1.4t s sedan 4d,good,gas,9769,other,silver
23990,2020,volkswagen,jetta 1.4t sel,good,other,9763,other,black
23990,2020,volkswagen,jetta 1.4t sel,good,other,9763,other,black
23990,2020,volkswagen,jetta 1.4t sel,good,other,9763,other,black
17590,2016,kia,soul ! wagon 4d,good,other,9763,other,red
17590,2016,kia,soul ! wagon 4d,good,other,9763,other,red
17590,2016,kia,soul ! wagon 4d,good,other,9763,other,red
34990,2019,ford,ranger supercrew xlt pickup,good,gas,9747,other,blue
65995,2019,dodge,durango srt awd,excellent,gas,9744,automatic,blue
19590,2020,kia,soul lx wagon 4d,good,gas,9732,other,black
27990,2019,volkswagen,golf gti rabbit,good,gas,9729,other,black
27990,2019,volkswagen,golf gti rabbit,good,gas,9729,other,black
33590,2018,ford,explorer xlt sport utility,good,gas,9728,other,black
24990,2019,mini,hardtop 2 door cooper s,good,gas,9716,other,white
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,gas,9711,other,white
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,gas,9711,other,white
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,gas,9711,other,white
33990,2020,alfa-romeo,romeo giulia sedan 4d,good,gas,9711,other,white
